"","Outcome","HomeTeam","AwayTeam","date","month","year","GamesPlayedHome","GamesWonHome","GamesLostHome","GamesDrawnHome","LongestWinningStreakHome","LongestLosingStreakHome","TeamsPlayedHome","TeamsBeatenHome","TeamsBeatenByHome","TeamsDrawnWithHome","GroundsPlayedAtHome","LargestPointsForHome","LargestPointsAgainstHome","LargestWinningMarginHome","LargestLosingMarginHome","TotalPointsForHome","AvgPointsForHome","TotalPointsAgainstHome","AvgPointsAgainstHome","TotalPointsDifferenceHome","AvgPointsDifferenceHome","RankHome","RankScoreHome","GamesPlayedAway","GamesWonAway","GamesLostAway","GamesDrawnAway","LongestWinningStreakAway","LongestLosingStreakAway","TeamsPlayedAway","TeamsBeatenAway","TeamsBeatenByAway","TeamsDrawnWithAway","GroundsPlayedAtAway","LargestPointsForAway","LargestPointsAgainstAway","LargestWinningMarginAway","LargestLosingMarginAway","TotalPointsForAway","AvgPointsForAway","TotalPointsAgainstAway","AvgPointsAgainstAway","TotalPointsDifferenceAway","AvgPointsDifferenceAway","RankAway","RankScoreAway"
"1101","loose","Lions","Crusaders",2002-04-26,"4","2002",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"471","win","Chiefs","Bulls",2002-04-27,"4","2002",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38
"1478","loose","Sharks","Reds",2002-04-27,"4","2002",265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"1617","win","Waratahs","Hurricanes",2002-04-27,"4","2002",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"78","loose","Blues","Highlanders",2002-05-03,"5","2002",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53
"342","loose","Bulls","Sharks",2002-05-04,"5","2002",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"600","loose","Chiefs","Brumbies",2002-05-04,"5","2002",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"1100","loose","Lions","Stormers",2002-05-04,"5","2002",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45
"2438","loose","Hurricanes","Crusaders",2002-05-04,"5","2002",254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"1345","win","Reds","Waratahs",2002-05-05,"5","2002",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"209","win","Brumbies","Blues",2002-05-10,"5","2002",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"599","win","Chiefs","Hurricanes",2002-05-10,"5","2002",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"470","win","Stormers","Bulls",2002-05-11,"5","2002",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38
"851","win","Highlanders","Reds",2002-05-11,"5","2002",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"1217","win","Sharks","Lions",2002-05-11,"5","2002",265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34,236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42
"1745","win","Crusaders","Waratahs",2002-05-11,"5","2002",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"976","win","Crusaders","Highlanders",2002-05-18,"5","2002",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53
"1616","loose","Waratahs","Brumbies",2002-05-18,"5","2002",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"2009","win","Crusaders","Brumbies",2002-05-25,"5","2002",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"208","loose","Waratahs","Blues",2003-02-21,"2","2003",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"469","loose","Lions","Bulls",2003-02-21,"2","2003",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38
"598","loose","Chiefs","Highlanders",2003-02-21,"2","2003",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53
"3027","win","Stormers","Sharks",2003-02-21,"2","2003",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"207","loose","Chiefs","Blues",2003-02-22,"2","2003",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"1344","loose","Reds","Brumbies",2003-02-22,"2","2003",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"2298","win","Crusaders","Hurricanes",2003-02-22,"2","2003",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"468","loose","Hurricanes","Bulls",2003-03-01,"3","2003",254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66,259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38
"850","win","Highlanders","Stormers",2003-03-01,"3","2003",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45
"1098","loose","Lions","Waratahs",2003-03-01,"3","2003",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"1476","win","Crusaders","Reds",2003-03-01,"3","2003",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"2007","win","Sharks","Brumbies",2003-03-01,"3","2003",265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"467","win","Highlanders","Bulls",2003-03-07,"3","2003",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38
"1097","win","Lions","Brumbies",2003-03-07,"3","2003",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"2565","win","Hurricanes","Stormers",2003-03-07,"3","2003",254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66,244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45
"77","win","Blues","Crusaders",2003-03-08,"3","2003",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"596","win","Chiefs","Reds",2003-03-08,"3","2003",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"1743","loose","Sharks","Waratahs",2003-03-08,"3","2003",265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"725","win","Crusaders","Chiefs",2003-03-14,"3","2003",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48
"1876","win","Brumbies","Stormers",2003-03-14,"3","2003",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45
"2694","loose","Sharks","Hurricanes",2003-03-14,"3","2003",265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"466","win","Waratahs","Bulls",2003-03-15,"3","2003",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38
"974","win","Lions","Highlanders",2003-03-15,"3","2003",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53
"76","win","Blues","Reds",2003-03-21,"3","2003",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"973","loose","Sharks","Highlanders",2003-03-21,"3","2003",265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34,256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53
"1613","loose","Waratahs","Stormers",2003-03-21,"3","2003",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45
"465","win","Brumbies","Bulls",2003-03-22,"3","2003",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38
"1095","loose","Lions","Hurricanes",2003-03-22,"3","2003",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"75","win","Blues","Brumbies",2003-03-28,"3","2003",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"724","win","Hurricanes","Chiefs",2003-03-29,"3","2003",254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66,257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48
"848","loose","Highlanders","Crusaders",2003-03-29,"3","2003",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"1094","loose","Lions","Sharks",2003-03-29,"3","2003",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"1473","loose","Waratahs","Reds",2003-03-29,"3","2003",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"206","win","Highlanders","Blues",2003-04-04,"4","2003",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"1343","loose","Reds","Hurricanes",2003-04-04,"4","2003",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"341","loose","Bulls","Stormers",2003-04-05,"4","2003",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45
"723","win","Brumbies","Chiefs",2003-04-06,"4","2003",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48
"1742","win","Hurricanes","Waratahs",2003-04-11,"4","2003",254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"205","loose","Bulls","Blues",2003-04-12,"4","2003",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"595","loose","Chiefs","Sharks",2003-04-12,"4","2003",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"1216","win","Crusaders","Lions",2003-04-12,"4","2003",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42
"1472","loose","Stormers","Reds",2003-04-12,"4","2003",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"1741","win","Brumbies","Waratahs",2003-04-18,"4","2003",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"2294","win","Crusaders","Sharks",2003-04-18,"4","2003",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"204","loose","Stormers","Blues",2003-04-19,"4","2003",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"339","win","Bulls","Reds",2003-04-19,"4","2003",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"594","win","Chiefs","Lions",2003-04-19,"4","2003",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42
"972","win","Hurricanes","Highlanders",2003-04-19,"4","2003",254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66,256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53
"846","win","Highlanders","Brumbies",2003-04-25,"4","2003",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"74","win","Blues","Sharks",2003-04-26,"4","2003",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"338","win","Bulls","Crusaders",2003-04-26,"4","2003",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"722","win","Stormers","Chiefs",2003-04-26,"4","2003",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48
"1214","win","Reds","Lions",2003-04-26,"4","2003",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42
"73","win","Blues","Lions",2003-05-02,"5","2003",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42
"2434","loose","Stormers","Crusaders",2003-05-02,"5","2003",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"337","win","Bulls","Chiefs",2003-05-03,"5","2003",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48
"845","loose","Highlanders","Waratahs",2003-05-03,"5","2003",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"1341","win","Reds","Sharks",2003-05-03,"5","2003",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"2003","loose","Hurricanes","Brumbies",2003-05-03,"5","2003",254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"72","win","Blues","Hurricanes",2003-05-09,"5","2003",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"1872","loose","Brumbies","Crusaders",2003-05-09,"5","2003",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"464","loose","Sharks","Bulls",2003-05-10,"5","2003",265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34,259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38
"720","win","Waratahs","Chiefs",2003-05-10,"5","2003",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48
"971","win","Reds","Highlanders",2003-05-10,"5","2003",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53
"1212","win","Stormers","Lions",2003-05-10,"5","2003",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42
"2293","win","Crusaders","Hurricanes",2003-05-16,"5","2003",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"71","win","Blues","Brumbies",2003-05-17,"5","2003",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"70","win","Blues","Crusaders",2003-05-24,"5","2003",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"844","win","Highlanders","Reds",2004-02-20,"2","2004",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"1093","loose","Lions","Stormers",2004-02-20,"2","2004",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45
"203","win","Brumbies","Blues",2004-02-21,"2","2004",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"336","loose","Bulls","Sharks",2004-02-21,"2","2004",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"593","win","Chiefs","Hurricanes",2004-02-21,"2","2004",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"1739","loose","Crusaders","Waratahs",2004-02-21,"2","2004",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"202","loose","Crusaders","Blues",2004-02-27,"2","2004",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"1211","win","Brumbies","Lions",2004-02-27,"2","2004",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42
